지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),일조(hr),일조 QC플래그,일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),지면온도(°C),지면온도 QC플래그,5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
108,서울,2019-12-20 03:00,0,,0,,1.6,,320,,66,,4,-5.6,,9,,,,7,7,Sc,12,-.2,,1.2,2.7,4.1,5.1
108,서울,2019-12-20 04:00,-.6,,,9,1.6,,320,,54,,3.2,-8.7,,9,,,,8,8,Sc,13,-.6,,1.1,2.6,4,5.1
108,서울,2019-12-20 05:00,-1.1,,,9,2,,340,,59,,3.3,-8.1,,9,,,,0,0,,,-.9,,1,2.5,3.9,5
108,서울,2019-12-20 06:00,-1.8,,,9,2.7,,340,,61,,3.3,-8.3,,9,,,,0,0,,,-1.2,,.9,2.5,3.9,4.9
108,서울,2019-12-20 07:00,-2.6,,,9,1,,290,,63,,3.2,-8.6,,9,,,,0,0,,,-1.6,,.7,2.5,3.8,4.9
108,서울,2019-12-20 08:00,-2.8,,,9,2.1,,290,,62,,3.1,-9,0,,0,,,0,0,,,-1.8,,.5,2.4,3.8,4.9
108,서울,2019-12-20 09:00,-2.4,,,9,2.5,,290,,62,,3.2,-8.7,.9,,.32,,,0,0,,,-1.3,,.5,2.3,3.7,4.8
108,서울,2019-12-20 10:00,-1.6,,,9,2.3,,340,,53,,2.9,-9.9,1,,.91,,,0,0,,,-.8,,.6,2.2,3.6,4.7
108,서울,2019-12-20 11:00,-.9,,,9,2.7,,290,,42,,2.4,-12.2,1,,1.41,,,0,0,,,-.2,,.7,2.1,3.6,4.7
108,서울,2019-12-20 12:00,-.2,,,9,3.4,,320,,32,,1.9,-14.9,1,,1.76,,,0,0,,,.1,,1,2.2,3.5,4.6
108,서울,2019-12-20 13:00,.7,,,9,3.6,,340,,29,,1.9,-15.3,1,,1.86,,,0,0,,,1,,2.4,2.5,3.5,4.6
108,서울,2019-12-20 14:00,1.2,,,9,3.8,,320,,24,,1.6,-17.1,1,,1.72,,,1,0,Ci,,3.8,,3.4,2.9,3.6,4.6
108,서울,2019-12-20 15:00,1.5,,,9,2.9,,320,,20,,1.4,-19,1,,1.37,,,3,0,Ci,,3.7,,3.9,3.2,3.7,4.6
108,서울,2019-12-20 16:00,1.5,,,9,1.9,,320,,21,,1.4,-18.5,1,,.83,,,2,0,Ci,,1.9,,3.7,3.5,3.8,4.7
108,서울,2019-12-20 17:00,.3,,,9,2.2,,290,,24,,1.5,-17.9,1,,.27,,,3,0,Ci,,.5,,2.8,3.5,3.9,4.7
108,서울,2019-12-20 18:00,-.5,,,9,2.9,,340,,34,,2,-14.4,0,,0,,,1,0,Ci,,-.1,,2,3.4,4,4.7
108,서울,2019-12-20 19:00,-1.1,,,9,3.1,,340,,40,,2.3,-13,,9,,,,0,0,,,-.6,,1.6,3.1,4,4.8
108,서울,2019-12-20 20:00,-1.7,,,9,2.1,,340,,39,,2.1,-13.8,,9,,,,0,0,,,-.8,,1.4,2.9,4,4.8
108,서울,2019-12-20 21:00,-2.1,,,9,2.1,,340,,39,,2,-14.2,,9,,,,0,0,,,-1.2,,1.1,2.7,3.9,4.8
108,서울,2019-12-20 22:00,-2.8,,,9,2,,270,,40,,2,-14.5,,9,,,,0,0,,,-1.5,,.9,2.6,3.9,4.8
108,서울,2019-12-20 23:00,-3.1,,,9,1.3,,290,,41,,2,-14.5,,9,,,,0,0,,,-1.9,,.7,2.5,3.8,4.8
108,서울,2019-12-21 00:00,-3.5,,,9,1.2,,320,,48,,2.3,-12.9,,9,,,,0,0,,,-2.2,,.5,2.4,3.7,4.7
108,서울,2019-12-21 01:00,-4.2,,,,1,,320,,51,,2.3,-12.8,,9,,,,0,0,,,-2.6,,.3,2.2,3.7,4.7
108,서울,2019-12-21 02:00,-4.5,,,,1,,320,,51,,2.2,-13.1,,9,,,,0,0,,,-2.9,,0,2.1,3.6,4.6
108,서울,2019-12-21 03:00,-4.4,,,,.9,,360,,50,,2.2,-13.2,,9,,,,0,0,,,-3.2,,-.1,2,3.5,4.6
108,서울,2019-12-21 04:00,-4.7,,,,.9,,20,,49,,2.1,-13.8,,9,,,,0,0,,,-3.4,,-.2,1.9,3.4,4.5
108,서울,2019-12-21 05:00,-4.9,,,,1.4,,50,,54,,2.3,-12.7,,9,,,,1,0,Ci,,-3.4,,-.3,1.8,3.4,4.5
108,서울,2019-12-21 06:00,-5,,,,1.5,,50,,55,,2.3,-12.6,,9,,,,0,0,,,-3.4,,-.3,1.7,3.3,4.4
108,서울,2019-12-21 07:00,-5,,,,1.4,,50,,55,,2.3,-12.6,,9,,,,5,0,Ci,,-3.4,,-.4,1.6,3.2,4.4
108,서울,2019-12-21 08:00,-4.6,,,,2.5,,50,,56,,2.4,-12,0,,0,,,5,0,Ci,,-3.3,,-.3,1.5,3.2,4.3
108,서울,2019-12-21 09:00,-3.7,,,,2.6,,50,,56,,2.6,-11.2,0,,.16,,,2,0,Ci,,-2.4,,-.4,1.4,3,4.2
108,서울,2019-12-21 10:00,-2.2,,,,2.3,,70,,49,,2.6,-11.4,.5,,.5,,,7,2,ScCi,15,-.7,,-.1,1.4,3,4.1
108,서울,2019-12-21 11:00,-.1,,,,2,,50,,43,,2.6,-11.2,1,,1.03,,,2,0,Ci,,-.2,,0,1.4,3,4.1
108,서울,2019-12-21 12:00,.7,,,,2,,20,,44,,2.8,-10.1,.4,,.77,,,9,9,Sc,12,0,,0,1.3,2.9,4.1
108,서울,2019-12-21 13:00,1.1,,,,1,,50,,45,,3,-9.5,0,,.41,,,10,8,ScAs,10,0,,0,1.3,2.9,4.1
108,서울,2019-12-21 14:00,1.4,,,9,1.5,,20,,60,,4.1,-5.5,0,,.27,,,10,8,ScAs,7,0,,0,1.3,2.8,4
108,서울,2019-12-21 15:00,.9,,.2,,1.5,,20,,83,,5.4,-1.6,0,,.13,,,10,8,StNs,4,0,,.1,1.4,2.9,4
108,서울,2019-12-21 16:00,.8,,,9,2.2,,50,,92,,6,-.3,0,,.07,,,10,8,StNs,3,-.1,,0,1.3,2.8,3.9
108,서울,2019-12-21 17:00,.9,,,9,1.4,,20,,88,,5.8,-.8,0,,.01,,,10,10,St,3,-.1,,.1,1.3,2.7,3.9
108,서울,2019-12-21 18:00,.9,,.4,,2.3,,20,,88,,5.8,-.8,0,,0,,,9,9,Sc,5,-.1,,.2,1.3,2.7,3.9
108,서울,2019-12-21 19:00,1,,,9,2.2,,70,,84,,5.5,-1.4,,9,,,,7,7,,3,-.1,,.1,1.4,2.7,3.8
108,서울,2019-12-21 20:00,.6,,,9,1.7,,50,,86,,5.5,-1.4,,9,,,,8,8,,5,-.1,,.2,1.4,2.7,3.8
108,서울,2019-12-21 21:00,.2,,,9,1.7,,50,,86,,5.4,-1.8,,9,,,,6,6,Sc,5,-.2,,.2,1.3,2.7,3.8
108,서울,2019-12-21 22:00,.9,,,9,2,,50,,82,,5.4,-1.8,,9,,,,9,9,,5,-.2,,.2,1.4,2.6,3.7
108,서울,2019-12-21 23:00,.9,,,9,1.9,,50,,83,,5.4,-1.6,,9,,,,6,6,,7,-.4,,.2,1.3,2.7,3.7
108,서울,2019-12-22 00:00,.6,,,9,2.4,,70,,83,,5.3,-1.9,,9,,,,8,8,,,-.4,,.3,1.4,2.7,3.7
108,서울,2019-12-22 01:00,.6,,,,1.3,,20,,82,,5.2,-2.1,,9,,,,10,9,,5,-.2,,.3,1.4,2.6,3.7
108,서울,2019-12-22 02:00,.8,,,,1.9,,90,,75,,4.9,-3.1,,9,,,,10,9,,5,-.2,,.3,1.4,2.6,3.7
108,서울,2019-12-22 03:00,.9,,,,2.1,,70,,76,,5,-2.8,,9,,,,8,8,Sc,5,-.4,,.4,1.4,2.6,3.7
108,서울,2019-12-22 04:00,1.2,,,,1.9,,70,,73,,4.9,-3.1,,9,,,,8,8,Sc,6,-.2,,.4,1.5,2.6,3.7
108,서울,2019-12-22 05:00,1.1,,,,2.1,,50,,73,,4.8,-3.2,,9,,,,8,5,ScCi,6,-.3,,.3,1.5,2.6,3.7
108,서울,2019-12-22 06:00,.7,,,,1.4,,50,,74,,4.8,-3.4,,9,,,,7,2,ScCi,6,-.4,,.4,1.5,2.6,3.7
108,서울,2019-12-22 07:00,.4,,,,1.8,,70,,78,,4.9,-2.9,,9,,,,8,2,ScCi,6,-.5,,.3,1.5,2.6,3.6
108,서울,2019-12-22 08:00,.7,,,,2.5,,70,,74,,4.8,-3.4,0,,0,,,9,4,ScAcCi,6,-.4,,.4,1.4,2.6,3.6
108,서울,2019-12-22 09:00,1.1,,,,1.8,,50,,70,,4.6,-3.7,0,,.13,,,9,2,ScCi,6,-.2,,.4,1.5,2.6,3.6
108,서울,2019-12-22 10:00,1.8,,,,2.6,,50,,67,,4.7,-3.6,0,,.35,,,9,0,Ci,,-.1,,.5,1.5,2.7,3.6
108,서울,2019-12-22 11:00,2.8,,,,1.3,,90,,63,,4.7,-3.5,.3,,.62,,,9,4,AcCi,33,-.1,,.5,1.5,2.6,3.6
108,서울,2019-12-22 12:00,4.7,,,,2,,70,,58,,5,-2.8,1,,1.25,,,6,0,Ci,,.9,,.6,1.5,2.6,3.6
108,서울,2019-12-22 13:00,6.1,,,,2.5,,90,,56,,5.3,-2,1,,1.47,,,2,0,Ci,,3.3,,1.4,1.7,2.6,3.6
108,서울,2019-12-22 14:00,7.4,,,,2.2,,70,,52,,5.4,-1.8,1,,1.45,,,0,0,,,6.4,,2.9,2.1,2.7,3.6
108,서울,2019-12-22 15:00,8.2,,,,1.6,,160,,49,,5.4,-1.8,1,,1.11,,,5,5,Sc,10,7.2,,3.8,2.6,2.8,3.6
108,서울,2019-12-22 16:00,7.8,,,,2.3,,160,,50,,5.3,-1.9,.9,,.68,,,6,6,Ac,32,5.7,,4.2,3,2.9,3.7
108,서울,2019-12-22 17:00,7,,,,1.1,,140,,48,,4.8,-3.2,0,,.14,,,9,9,As,26,4.5,,3.7,3.2,3.1,3.8
108,서울,2019-12-22 18:00,6.4,,,,1.7,,140,,51,,4.9,-3,0,,0,,,8,8,As,23,2.9,,3.4,3.4,3.3,3.9
108,서울,2019-12-22 19:00,5.6,,,,1.9,,160,,52,,4.7,-3.5,,9,,,,6,1,,18,1.5,,2.8,3.4,3.5,4.1
108,서울,2019-12-22 20:00,5.3,,,,.2,,0,,53,,4.7,-3.5,,9,,,,9,3,,19,2,,2.6,3.2,3.5,4.1
108,서울,2019-12-22 21:00,5.2,,,,.7,,70,,57,,5,-2.6,,9,,,,9,9,Sc,18,2.2,,2.7,3.2,3.6,4.2
108,서울,2019-12-22 22:00,5.3,,,,2,,110,,53,,4.7,-3.5,,9,,,,8,8,,21,1.9,,2.7,3.1,3.6,4.2
108,서울,2019-12-22 23:00,5.3,,,9,0,,0,,56,,5,-2.7,,9,,,,10,7,ScAs,14,2.4,,2.8,3.2,3.6,4.3
108,서울,2019-12-23 00:00,5.3,,.3,,.9,,360,,72,,6.4,.6,,9,,,,10,7,,,2.9,,3,3.2,3.7,4.4
108,서울,2019-12-23 01:00,4.9,,,9,2.9,,230,,81,,7,1.9,,9,,,,10,8,StNs,5,3.2,,3.2,3.3,3.7,4.4
108,서울,2019-12-23 02:00,4.4,,,9,1.4,,20,,91,,7.6,3,,9,,,,10,8,StNs,4,3.3,,3.3,3.4,3.7,4.4
108,서울,2019-12-23 03:00,4.1,,2.9,,1.7,,50,,94,,7.7,3.2,,9,,,,10,10,St,3,3.2,,3.3,3.4,3.7,4.4
108,서울,2019-12-23 04:00,4,,,9,1.1,,50,,94,,7.6,3.1,,9,,,,10,10,St,3,3.3,,3.3,3.4,3.7,4.4
108,서울,2019-12-23 05:00,3.9,,,9,1.1,,20,,94,,7.6,3,,9,,,,10,10,St,2,3.2,,3.3,3.5,3.8,4.4
108,서울,2019-12-23 06:00,4,,,9,2.3,,270,,94,,7.6,3.1,,9,,,,3,3,Sc,6,2.3,,3.3,3.5,3.8,4.5
108,서울,2019-12-23 07:00,3.6,,,9,1.7,,320,,94,,7.4,2.7,,9,,,,7,7,Sc,6,1.7,,2.8,3.5,3.9,4.5
108,서울,2019-12-23 08:00,3.6,,,9,2.3,,320,,94,,7.4,2.7,0,,0,,,10,10,St,6,2.4,,2.8,3.4,3.8,4.5
108,서울,2019-12-23 09:00,3.4,,0,,3.4,,340,,92,,7.2,2.2,0,,.03,,,10,10,St,6,3,,3,3.3,3.8,4.5
108,서울,2019-12-23 10:00,3.1,,,9,3.4,,340,,87,,6.6,1.1,0,,.26,,,9,9,St,7,3.7,,3.3,3.4,3.8,4.5
108,서울,2019-12-23 11:00,3.9,,,9,2.6,,290,,81,,6.5,.9,.6,,.91,,,9,9,Sc,11,6.5,,3.9,3.5,3.8,4.5
108,서울,2019-12-23 12:00,4.3,,0,,3.5,,290,,72,,6,-.3,.6,,1.13,,,8,8,Sc,11,7.1,,5.2,3.9,3.8,4.5
108,서울,2019-12-23 13:00,4.4,,,9,4.2,,290,,71,,5.9,-.4,.4,,1.03,,,8,8,Sc,12,7.4,,5.7,4.3,3.9,4.5
108,서울,2019-12-23 14:00,5,,,9,2.7,,270,,65,,5.7,-1,.8,,1.12,,,9,9,Sc,10,8.7,,6.3,4.7,4.1,4.6
108,서울,2019-12-23 15:00,4.5,,,9,1.9,,340,,69,,5.8,-.7,0,,.33,,,9,9,Sc,10,6.5,,6.2,5,4.3,4.7
108,서울,2019-12-23 16:00,4.5,,,9,2.4,,360,,58,,4.9,-3,0,,.21,,,9,9,Sc,9,5.4,,5.7,5.2,4.5,4.8
108,서울,2019-12-23 17:00,4.4,,,9,1.9,,340,,59,,4.9,-2.9,0,,.08,,,9,9,Sc,11,4.5,,5.2,5.1,4.5,4.9
108,서울,2019-12-23 18:00,4.2,,,9,1.7,,360,,63,,5.2,-2.2,0,,0,,,9,9,Sc,12,3.8,,4.8,5,4.6,5
108,서울,2019-12-23 19:00,3.9,,,9,1,,290,,70,,5.7,-1,,9,,,,0,0,,,3,,4.4,4.8,4.7,5
108,서울,2019-12-23 20:00,3.2,,,9,1.7,,320,,73,,5.6,-1.1,,9,,,,0,0,,,1.9,,3.7,4.7,4.7,5.1
108,서울,2019-12-23 21:00,2.7,,,9,2.6,,320,,76,,5.6,-1.1,,9,,,,0,0,,,1,,3.3,4.4,4.7,5.1
108,서울,2019-12-23 22:00,2,,,9,2.1,,320,,78,,5.5,-1.4,,9,,,,0,0,,,.5,,2.7,4.1,4.6,5.2
108,서울,2019-12-23 23:00,.9,,,9,1.7,,290,,82,,5.4,-1.8,,9,,,,0,0,,,.4,,2.3,3.9,4.6,5.1
108,서울,2019-12-24 00:00,.3,,,9,1.6,,320,,83,,5.2,-2.2,,9,,,,0,0,,,.3,,2,3.6,4.5,5.2
108,서울,2019-12-24 01:00,-.2,,,,.7,,50,,81,,4.9,-3,,9,,,,0,0,,,-.1,,1.7,3.4,4.4,5.1
108,서울,2019-12-24 02:00,-1.1,,,,1,,290,,86,,4.9,-3.1,,9,,,,0,0,,,-.4,,1.6,3.2,4.3,5
108,서울,2019-12-24 03:00,-1.4,,,,.9,,50,,86,,4.8,-3.4,,9,,,,0,0,,,-.7,,1.4,3,4.1,5
108,서울,2019-12-24 04:00,-1.7,,,,1.7,,70,,85,,4.6,-3.8,,9,,,,0,0,,,-.7,,1.3,2.9,4.1,5
108,서울,2019-12-24 05:00,-2.3,,,,.6,,50,,85,,4.4,-4.4,,9,,,,0,0,,,-.9,,1.1,2.7,4,4.8
108,서울,2019-12-24 06:00,-2.7,,,,1.6,,70,,86,,4.3,-4.7,,9,,,,0,0,,,-1,,.9,2.6,3.9,4.8
108,서울,2019-12-24 07:00,-2.9,,,,.6,,50,,88,,4.3,-4.6,,9,,,,0,0,,,-1.2,,.8,2.5,3.8,4.7
108,서울,2019-12-24 08:00,-2.8,,,,1.9,,20,,86,,4.3,-4.8,0,,0,,,4,0,Ci,,-1.2,,.7,2.4,3.7,4.7
108,서울,2019-12-24 09:00,-2.3,,,,1.3,,20,,84,,4.3,-4.6,.1,,.21,,,6,0,Ci,,-.9,,.6,2.3,3.6,4.6
108,서울,2019-12-24 10:00,-.8,,,,1.4,,70,,73,,4.2,-5,.9,,.87,,,0,0,,,-.3,,.7,2.2,3.5,4.6
108,서울,2019-12-24 11:00,1.1,,,,1.3,,70,,64,,4.2,-4.9,1,,1.32,,,0,0,,,-.1,,.8,2.1,3.4,4.4
108,서울,2019-12-24 12:00,3,,,,.8,,70,,55,,4.2,-5.1,1,,1.62,,,0,0,,,.3,,1.1,2.1,3.4,4.4
108,서울,2019-12-24 13:00,5,,,,1.1,,90,,47,,4.1,-5.4,1,,1.65,,,0,0,,,3.7,,2.8,2.5,3.4,4.3
108,서울,2019-12-24 14:00,6.1,,,,1.3,,110,,48,,4.5,-4.1,1,,1.54,,,0,0,,,7,,4,3,3.4,4.3
108,서울,2019-12-24 15:00,6.2,,,,1.8,,90,,46,,4.4,-4.5,1,,1.22,,,0,0,,,7.1,,4.9,3.5,3.6,4.3
108,서울,2019-12-24 16:00,5.8,,,,.6,,20,,44,,4.1,-5.5,1,,.75,,,0,0,,,5.3,,5.1,3.9,3.7,4.4
108,서울,2019-12-24 17:00,4.7,,,,1.7,,290,,46,,3.9,-5.9,1,,.25,,,0,0,,,2.9,,4.6,4.2,3.9,4.4
108,서울,2019-12-24 18:00,3.2,,,,.8,,160,,51,,3.9,-5.9,0,,0,,,0,0,,,.8,,3.4,4.1,4,4.6
108,서울,2019-12-24 19:00,1.9,,,,2.5,,70,,56,,3.9,-5.9,,9,,,,0,0,,,.7,,2.6,3.8,4.1,4.7
108,서울,2019-12-24 20:00,1.1,,,,.7,,70,,58,,3.8,-6.2,,9,,,,0,0,,,.4,,2.1,3.5,4.1,4.7
108,서울,2019-12-24 21:00,.9,,,,.9,,320,,62,,4.1,-5.5,,9,,,,0,0,,,0,,1.8,3.3,4.1,4.7
108,서울,2019-12-24 22:00,.2,,,,1.6,,50,,69,,4.3,-4.8,,9,,,,0,0,,,-.3,,1.5,3.1,4,4.7
108,서울,2019-12-24 23:00,-.4,,,,1.9,,50,,72,,4.3,-4.8,,9,,,,0,0,,,-.5,,1.3,2.9,3.9,4.7
108,서울,2019-12-25 00:00,-.8,,,,1.7,,50,,73,,4.2,-5,,9,,,,0,0,,,-.7,,1.2,2.7,3.8,4.6
108,서울,2019-12-25 01:00,-1.2,,,,1.6,,50,,74,,4.2,-5.2,,9,,,,0,0,,,-.8,,1.1,2.6,3.8,4.6
108,서울,2019-12-25 02:00,-1.3,,,,1.3,,90,,73,,4.1,-5.5,,9,,,,0,0,,,-.9,,.9,2.5,3.7,4.5
108,서울,2019-12-25 03:00,-1.5,,,,1.3,,50,,76,,4.2,-5.1,,9,,,,0,0,,,-1,,.8,2.4,3.6,4.5
108,서울,2019-12-25 04:00,-1.9,,,,.5,,50,,79,,4.2,-5,,9,,,,0,0,,,-1.2,,.7,2.3,3.5,4.5
108,서울,2019-12-25 05:00,-2.4,,,,0,,0,,80,,4.1,-5.3,,9,,,,0,0,,,-1.4,,.6,2.2,3.4,4.4
108,서울,2019-12-25 06:00,-2.5,,,,0,,0,,80,,4.1,-5.4,,9,,,,0,0,,,-1.5,,.5,2.1,3.4,4.3
108,서울,2019-12-25 07:00,-2.5,,,,.3,,0,,79,,4,-5.6,,9,,,,0,0,,,-1.7,,.3,2,3.3,4.3
108,서울,2019-12-25 08:00,-2.1,,,,.2,,0,,75,,3.9,-5.9,0,,0,,,8,8,As,22,-1.2,,.3,1.9,3.2,4.2
108,서울,2019-12-25 09:00,-1.3,,,,1.4,,50,,75,,4.2,-5.1,0,,.08,,,9,9,As,21,-.3,,.4,1.9,3.2,4.2
108,서울,2019-12-25 10:00,-.3,,,,.8,,20,,72,,4.3,-4.7,0,,.3,,,9,9,As,21,-.1,,.5,1.8,3.2,4.2
108,서울,2019-12-25 11:00,1.7,,,,1.5,,110,,56,,3.9,-6.1,.4,,.9,,,9,9,Ac,30,-.1,,.5,1.8,3,4.1
108,서울,2019-12-25 12:00,3.7,,,,.8,,50,,48,,3.8,-6.3,1,,1.42,,,9,0,Ci,,.8,,.7,1.8,3.1,4
108,서울,2019-12-25 13:00,4.9,,,,1.4,,70,,41,,3.6,-7.2,1,,1.33,,,3,0,Ci,,3.9,,1.1,1.8,3,4
108,서울,2019-12-25 14:00,6.3,,,,1.5,,200,,37,,3.5,-7.3,.9,,1.29,,,8,8,Ac,30,6.4,,2.7,2.3,3.1,4
108,서울,2019-12-25 15:00,6.6,,,,1.6,,230,,36,,3.5,-7.4,0,,.71,,,9,9,Ac,30,6.1,,3.3,2.7,3.1,4
108,서울,2019-12-25 16:00,6.1,,,,3.2,,270,,42,,4,-5.8,0,,.42,,,8,8,Ac,30,4.8,,3.8,3.2,3.3,4
108,서울,2019-12-25 17:00,5.3,,,,.9,,320,,48,,4.3,-4.8,0,,.18,,,7,4,AcCi,30,3.3,,3.8,3.4,3.4,4.1
108,서울,2019-12-25 18:00,4.3,,,,2,,320,,54,,4.5,-4.2,0,,.01,,,2,0,Ci,,1.3,,3.1,3.5,3.5,4.2
108,서울,2019-12-25 19:00,3.4,,,,1.4,,290,,56,,4.4,-4.5,,9,,,,4,0,,,.6,,2.4,3.3,3.6,4.2
108,서울,2019-12-25 20:00,2.8,,,,1.3,,290,,62,,4.6,-3.7,,9,,,,9,1,,11,.2,,2,3.1,3.6,4.3
108,서울,2019-12-25 21:00,2.8,,,,1.1,,290,,59,,4.4,-4.4,,9,,,,9,9,Sc,11,1,,1.8,2.9,3.6,4.3
108,서울,2019-12-25 22:00,3.2,,,,1.1,,290,,56,,4.3,-4.7,,9,,,,10,10,,11,1.5,,2.1,2.8,3.6,4.3
108,서울,2019-12-25 23:00,3.6,,,,1.6,,20,,57,,4.5,-4.1,,9,,,,10,10,,11,1.7,,2.3,2.9,3.6,4.4
108,서울,2019-12-26 00:00,3.5,,,,.5,,50,,58,,4.5,-4,,9,,,,9,9,,,1.5,,2.3,2.9,3.5,4.3
108,서울,2019-12-26 01:00,3.4,,,,.8,,70,,58,,4.5,-4,,9,,,,10,9,,30,1.6,,2.4,2.9,3.5,4.3
108,서울,2019-12-26 02:00,3.3,,,,1.3,,50,,61,,4.7,-3.5,,9,,,,10,10,,33,1.6,,2.4,2.9,3.6,4.3
108,서울,2019-12-26 03:00,3.4,,,,.6,,340,,61,,4.8,-3.4,,9,,,,10,10,As,36,1.5,,2.4,2.9,3.6,4.3
108,서울,2019-12-26 04:00,3,,,,1.1,,70,,60,,4.5,-4,,9,,,,10,10,As,29,1.5,,2.3,2.9,3.5,4.2
108,서울,2019-12-26 05:00,3,,,,.4,,0,,60,,4.5,-4,,9,,,,10,10,As,29,1.7,,2.3,2.9,3.5,4.3
108,서울,2019-12-26 06:00,3.1,,,,1.3,,70,,60,,4.6,-3.9,,9,,,,10,10,As,25,1.7,,2.4,2.9,3.5,4.3
108,서울,2019-12-26 07:00,3.1,,,,.7,,50,,60,,4.6,-3.9,,9,,,,10,3,ScAs,12,1.8,,2.4,2.9,3.5,4.3
108,서울,2019-12-26 08:00,3.2,,,9,1.2,,270,,65,,5,-2.7,0,,0,,,10,7,ScAs,8,2.1,,2.6,3,3.7,4.4
108,서울,2019-12-26 09:00,2.6,,.1,,2.5,,270,,79,,5.8,-.6,0,,.04,,,10,8,StNs,7,2.4,,2.6,3.1,3.6,4.4
108,서울,2019-12-26 10:00,2.8,,,9,1.5,,250,,83,,6.2,.1,0,,.26,,,10,7,ScAs,9,4,,2.8,3,3.5,4.3
108,서울,2019-12-26 11:00,3.3,,,9,2.3,,270,,77,,6,-.3,0,,.45,,,10,6,ScAs,8,4.9,,3.7,3.3,3.7,4.4
108,서울,2019-12-26 12:00,3.3,,.2,,3,,290,,71,,5.5,-1.4,0,,.36,,,10,6,ScAs,8,4.9,,3.8,3.4,3.6,4.3
108,서울,2019-12-26 13:00,3.6,,,9,2.5,,290,,57,,4.5,-4.1,0,,.62,,,10,3,ScAs,10,6.3,,4.2,3.7,3.7,4.4
108,서울,2019-12-26 14:00,3.8,,,9,2.8,,290,,44,,3.5,-7.3,0,,.62,,,9,7,ScAc,14,5.9,,4.6,3.9,3.8,4.4
108,서울,2019-12-26 15:00,3.9,,0,,3.6,,290,,45,,3.6,-6.9,.4,,.77,,,3,3,Sc,19,5.7,,4.8,4.1,3.9,4.5
108,서울,2019-12-26 16:00,3.2,,,9,4,,270,,46,,3.5,-7.3,.6,,.42,,,7,7,Ac,24,3.5,,4.6,4.3,4,4.5
108,서울,2019-12-26 17:00,2.4,,,9,4,,290,,45,,3.3,-8.3,.3,,.18,,,1,1,Ac,24,1.8,,3.8,4.2,4.1,4.6
108,서울,2019-12-26 18:00,1.8,,,9,4.4,,290,,50,,3.5,-7.5,0,,0,,,0,0,,,.4,,3,4.1,4.2,4.7
108,서울,2019-12-26 19:00,1.4,,,9,3.7,,290,,55,,3.7,-6.6,,9,,,,7,0,,,.5,,2.4,3.7,4.2,4.7
108,서울,2019-12-26 20:00,.8,,,9,3.6,,320,,45,,2.9,-9.8,,9,,,,7,1,,13,.4,,2.1,3.5,4.1,4.7
108,서울,2019-12-26 21:00,0,,,9,3.5,,320,,45,,2.8,-10.5,,9,,,,0,0,,,-.1,,1.8,3.2,4,4.7
108,서울,2019-12-26 22:00,-.9,,,9,4.6,,290,,54,,3.1,-9,,9,,,,0,0,,,-.5,,1.6,3.1,4,4.7
108,서울,2019-12-26 23:00,-1.6,,,9,3.2,,320,,56,,3,-9.2,,9,,,,0,0,,,-.8,,1.3,2.9,3.8,4.6
108,서울,2019-12-27 00:00,-2.4,,,9,2.4,,290,,61,,3.1,-8.9,,9,,,,0,0,,,-.9,,1.2,2.7,3.9,4.6
108,서울,2019-12-27 01:00,-2.7,,,,2.2,,290,,62,,3.1,-8.9,,9,,,,0,0,,,-1.2,,1,2.6,3.7,4.5
108,서울,2019-12-27 02:00,-3.3,,,,1.2,,340,,62,,3,-9.5,,9,,,,0,0,,,-1.5,,.8,2.4,3.6,4.5
108,서울,2019-12-27 03:00,-3.4,,,,1.9,,360,,59,,2.8,-10.2,,9,,,,0,0,,,-1.9,,.6,2.3,3.6,4.4
108,서울,2019-12-27 04:00,-3.7,,,,2,,360,,60,,2.8,-10.3,,9,,,,0,0,,,-2.2,,.4,2.2,3.4,4.4
108,서울,2019-12-27 05:00,-4.2,,,,1.1,,20,,63,,2.8,-10.2,,9,,,,0,0,,,-2.6,,.2,2.1,3.4,4.3
108,서울,2019-12-27 06:00,-4.2,,,,2.9,,360,,57,,2.6,-11.4,,9,,,,0,0,,,-2.8,,.1,2,3.4,4.3
108,서울,2019-12-27 07:00,-4.5,,,,1.4,,290,,61,,2.7,-10.8,,9,,,,0,0,,,-3.2,,0,1.9,3.3,4.2
108,서울,2019-12-27 08:00,-4.5,,,,1.8,,360,,61,,2.7,-10.8,0,,0,,,0,0,,,-3.3,,-.2,1.8,3.2,4.2
108,서울,2019-12-27 09:00,-3.9,,,,2.9,,340,,49,,2.3,-13,.9,,.31,,,0,0,,,-2.7,,-.1,1.7,3.1,4.1
108,서울,2019-12-27 10:00,-2.8,,,,3.8,,320,,42,,2.1,-13.9,1,,.89,,,0,0,,,-1.7,,0,1.6,3,4
108,서울,2019-12-27 11:00,-1.8,,,,4.1,,290,,38,,2,-14.2,1,,1.39,,,0,0,,,-.5,,.1,1.6,3,4
